St Helena and Falkland Islands,聖海倫娜和福克蘭群島
76 Charlotte Street,夏洛特街76號
Which TWO of these are English civil war battles?,其中兩個是英國內戰戰鬥？
"George Frederick wrote which oratorio, which is sung regularly by choirs, often at Easter time?",喬治·弗雷德里克（George Frederick）經常在復活節時寫出哪個演說家，哪個演說家經常被合唱團演唱？
Pakistan,巴基斯坦
Which TWO wives of Henry VIII were executed?,執行了亨利八世的兩個兩個妻子？
Quantum Photon Properties,量子光子特性
What was the Spanish Armada?,西班牙艦隊是什麼？
William the Duke of Normandy,威廉·諾曼底公爵
Chesshire,國際象棋
Read and White,閱讀和白色
Who governs the Church of Scotland?,誰管理蘇格蘭教堂？
David Hockney was an important contributor to the 'pop art' movement of the 1960s,大衛·霍克尼（David Hockney）是1960年代“波普藝術”運動的重要貢獻者
Scottish,蘇格蘭
The Court of Session,會議法院
1.4 million,140萬
Impartiality,公正性
What is the minimum age for going into betting shops or gambling clubs?,進入博彩商店或賭博俱樂部的最低年齡是多少？
1989,1989
Julius Caesar,凱撒大帝
Presbyterians,長老會
The price of food,食物的價格
A relative in the UK with a British Passport,英國有英國護照的親戚
Which of these is correct?,其中哪一個是正確的？
Regulations,法規
Yearly,每年
When was the Giant's Causeway formed?,巨人的堤道是什麼時候形成的？
Citizens advice Bureau,公民建議局
When did the Enlightenment happen?,啟蒙何時發生？
In which years did British Film Studios flourish?,英國電影製片廠在哪幾年蓬勃發展？
950 miles,950英里
Radio,收音機
"You should respect someone's right in court. In return, you are offered the right to a fair trial.",您應該在法庭上尊重某人的權利。作為回報，您獲得了公正審判的權利。
What awards event celebrates British theatre?,什麼獎項慶祝英國劇院？
What is the Church of England usually known as in other countries?,在其他國家，英格蘭教會通常被稱為什麼？
House of York,約克之家
Introduced Christianity,介紹了基督教
East Africa,東非
896 miles,896英里
Northern Ireland and Scotland have their own banknotes valid everywhere in the UK,北愛爾蘭和蘇格蘭在英國各地都有自己的鈔票
Onions,洋蔥
The nobility and great landowners,貴族和偉大的土地所有者
Court of Session in Edinburgh,愛丁堡法院
Building the Titanic,建造泰坦尼克號
Written down,寫下來
People found guilty of certain criminal offences cannot stand for Public Office,裁定某些刑事罪行的人們不能代表公職
Mortgage,抵押
House of Lords,上議院
Documented,記錄
The Council of Europe has no power to make laws,歐洲理事會無權制定法律
Education for All,所有人的教育
Three wives were called Catherine,三個妻子叫凱瑟琳
The Great governments,偉大的政府
What is the judiciary responsible for?,司法機構是什麼負責？
Why was the Habeas Corpus Act (1679) so important?,為什麼《人身保護法》（1679年）如此重要？
30%,30％
1970's,1970年代
What county does Stonehenge stand in?,巨石陣站在哪個縣？
Cambridge,劍橋
Which of these is not a music festival?,哪個不是音樂節？
Jacky Stewart,傑基·斯圖爾特
Intolerance,不寬容
400 years,400年
Which TWO are part of the Government?,政府的一部分是哪兩個？
845 miles,845英里
"During Slave trade, where did slaves primarily come from?",在奴隸貿易期間，奴隸主要來自哪裡？
Shamrock,三葉草
7 years old,7歲
Chequers,跳棋
17,17
Who developed a radar?,誰發展了雷達？
14th of February,2月14日
Be corrupt,腐敗
4500,4500
Bird Flu,禽流感
Ernst  Rutherford,恩斯特·盧瑟福
Which party did Margaret Thatcher belong to?,瑪格麗特·撒切爾（Margaret Thatcher）屬於哪個政黨？
Television,電視
Minister of Health,衛生部長
The Union Flag consists of four crosses,聯盟旗由四個十字架組成
House of Commons and House of Lords,下議院和上議院
The day before New Year,新年前一天
1973,1973
1928,1928年
Liberal Democrats,自由民主人士
Protect life and property,保護生命和財產
A holiday which is always on a Monday,週一總是一個假期
1st and 2nd centuries,第一和第二世紀
9th of july,7月9日
Where is the Hadrian Wall?,哈德良牆在哪裡？
The Kingdom Act,《王國法》
Charities,慈善機構
St Helena and the Isle of Man,聖海倫娜和人島
Who developed ideas about economics during the Enlightenment period which are still referred to today?,誰在今天仍提到的啟蒙時期發展了有關經濟學的想法？
History graduates,歷史畢業生
Road tax,路稅
The devolved governments do not have the power to legislate on any issues but can advise and encourage,權威的政府無權就任何問題立法，但可以鼓勵和鼓勵
the local council,地方議會
4,4
Which country's national flower is a thistle?,哪個國家的民族花是薊？
Which religion did the Huguenots follow?,Huguenots遵循了哪種宗教？
What is Diwali?,什麼是排燈節？
Agriculture,農業
Glastonbury Festival,格拉斯頓伯里節
The Dunkirk spirit,敦刻爾克精神
There are charities which may help people who cannot afford to pay for a vet,有些慈善機構可能會幫助那些負擔不起獸醫費用的人
Which TWO of these are cycling athletes?,其中兩個是騎自行車運動員？
Very Poor,很差
To have fish and chips every lunch,每次午餐吃魚和薯條
"In Scotland, judges developed 'common law' by following previous decisions. It was reffered to as 'unwritten'",在蘇格蘭，法官通過遵循以前的決定制定了“普通法”。它被稱為“不成文”
Landscape,景觀
Who should you write to if you wish to make a complaint about the Police?,如果您想對警察提出投訴，您應該寫信給誰？
Home Secretary is responsible for immigration,內政大臣負責移民
When did the first farmers arrive in Britain?,第一批農民什麼時候到達英國？
An Economist,經濟學家
Who led a team of scientists to develop the atomic bomb?,誰帶領一組科學家開發了原子彈？
"What did the Beveridge Report of 1942, by William Beveridge, provide the basis for?",威廉·貝弗里奇（William Beveridge）的1942年貝弗里奇（Beveridge）報告提供了什麼基礎？
Driving a car,正在駕駛一輛車
Anglo-Saxon,盎格魯撒克遜人
New plants and animals,新植物和動物
Laurence Oliver,勞倫斯·奧利弗（Laurence Oliver）
250 million,2.5億
Blind people,盲人
Children's Rights Law Reform,兒童權利法改革
The Domesday Book,末日書
When did the 'Battle of the Boyne” happen?,“博因之戰”何時發生？
Anne Boleyn and Catherine Howard,安妮·博林（Anne Boleyn）和凱瑟琳·霍華德（Catherine Howard）
"The Bill of Rights, 1719, confirmed the rights of Parliament and the limits of the king's power.",《人權法案》（1719年）確認了議會的權利和國王權力的限制。
30th November,11月30日
"How many years did Mary, the Queen of Scots spend in prison?",蘇格蘭女王瑪麗在監獄里花了多少年？
Which TWO are Police duties?,警察職責是哪兩項？
"During the Middle Ages, which TWO wars were fought abroad?",在中世紀，在國外進行了兩場戰爭？
Recycle as much as you can,盡可能多地回收
Queen Victoria introduced the Victoria Gold during the Crimean War.,維多利亞皇后在克里米亞戰爭期間引入了維多利亞黃金。
The Restoration,修復
The House of Lords is more independent of the government,上議院更獨立於政府
10%,10％
Portrait,肖像
Episcopal Church,主教教堂
Air Battle,空戰
Which TWO are associated with rugby?,哪兩個與橄欖球有關？
27 million,2700萬
You need to be a member of a political party to be able to stand for election as an MP,您需要成為政黨的成員，才能能夠作為國會議員選舉
Powerfull Clans,強大的氏族
Lent,大齋節
Framework Decisions,框架決策
Which of the following is part of the UK?,以下哪項是英國的一部分？
What is the percentage of Muslims living in the UK?,居住在英國的穆斯林的百分比是多少？
Red Cross,紅十字
Who is responsible for the economy?,誰負責經濟？
When are Pantomimes usually produced?,啞劇通常什麼時候產生？
During the Bronze age people lived in roundhouses and buried their dead in tombs called round barrows,在青銅時代，人們居住在圓形房屋中，將死者埋在墳墓中，稱為圓形手推車
France,法國
"Women could vote at 18, the same age as men",婦女可以在18歲時投票，年齡與男性相同
Festival of Sun,太陽節
by AD 410,通過廣告410
When did the UK join the EU?,英國什麼時候加入歐盟？
In which year did the UK join the European Union (EU)?,英國加入了歐盟（EU）的哪一年？
Where did the people of the Bronze Age bury their dead?,青銅時代的人們在哪裡埋葬了死者？
Introduced constitutional monarchy,引入了憲法君主制
What is the country house owned by the Prime Minister called?,總理召集的鄉村大廈是什麼？
2.6 million,260萬
A musician,一個音樂家
Which TWO things happened when Mary Stuart's husband got murdered?,瑪麗·斯圖爾特（Mary Stuart）的丈夫被謀殺時發生了哪兩件事？
The UK is a diverse and dynamic nation which welcomes those who want to make a positive contribution to the society,英國是一個多元化而充滿活力的國家，歡迎那些想為社會做出積極貢獻的人
Country Retreat,國家撤退
What percentage of the total population lives in England?,英格蘭總人口的百分比是多少？
Sir Edmund Halley,埃德蒙·哈雷爵士
The day after Christmas Day,聖誕節後的第二天
Over 150,超過150
"In Youth Courts, the name or photographs of the accused young person can be published in newspapers or used by the media",在青年法院，被告年輕人的名稱或照片可以在報紙上出版或媒體使用
The SECC,SECC
1997,1997
Who wrote about their experiences in the First World War?,誰寫了他們在第一次世界大戰中的經歷？
A red rose,一朵紅玫瑰
Which of the following is a fundamental principle of British Life?,以下哪項是英國生活的基本原則？
HMRC,HMRC
Increased the power of the nobles,增加了貴族的力量
Supporting your local team,支持您的本地團隊
What is the capital of England?,英國的首都是？
MOT test,MOT測試
1687,1687年
A Scottish rower,蘇格蘭賽艇運動員
The Bible law,聖經法
The Viking invasion,維京入侵
The National Assembly for Wales can pass laws (in specific areas) without the agreement of the UK Parliament,國民議會可以通過英國議會達成協議，可以通過法律（在特定領域）
Clyde,克萊德
60,60
AD 789,廣告789
Dough,麵團
Damon Hill,達蒙·希爾（Damon Hill）
5th November 1505,1505年11月5日
God Save the UK,上帝拯救英國
What is the 'Divine Right of Kings?,國王的神聖權利是什麼？
55 BC,公元前55
Is best known for his large bronze abstract sculptures,以他的大銅抽象雕塑而聞名
Who was John Constable?,誰是約翰·康斯特布爾？
Repaired Damages,維修損失
Who was Thomas Gainsborough?,誰是托馬斯·蓋恩斯伯勒（Thomas Gainsborough）？
20 minutes,20分鐘
Bonfire Night,篝火晚會
To build railways,建造鐵路
Who became Prime Minister during WWII?,誰在第二次世界大戰期間成為總理？
8 million,800萬
Peace Courts,和平法院
50 million,5000萬
It is a civil offence to carry a weapon,攜帶武器是民事犯罪
1801,1801年
The day before Christmas Day,聖誕節前一天
140,140
"In 2003, The Lord of the Rings by JRR Tolkien was voted the country's best loved novel",2003年，托爾金（Jrr Tolkien）的《指環王》被選為該國最喜歡的小說
Sir Roger Bannister,羅傑·班尼斯特爵士
Serbia,塞爾維亞
"In the Church of Scotland, who is the Moderator?",在蘇格蘭教堂，主持人是誰？
Dorset,多塞特郡
Every Landowner,每個土地所有者
Trent,特倫特
"In Northern Ireland, what letter does a newly qualified driver has to display for one year after passing the test?",在北愛爾蘭，通過測試後，新資格的駕駛員必須在一年內展示什麼信？
1902,1902年
16th,16日
Going shopping carefully,仔細購物
Anthem for Doomed Youth,注定青年的國歌
What programme helps teenagers develop their skills?,哪個計劃可以幫助青少年發展自己的技能？
Economics,經濟學
Areas of what is now Scotland were never conquered by the Romans,羅馬人從未征服現在蘇格蘭的地區
1680,1680年
New machinery,新機械
The Jutes and the Anglo-Saxons,黃麻和盎格魯撒克遜人
Attendance Allowance,勤工津貼
The cost of Insurance,保險費用
Films,電影
Shrove Tuesday,週二
Going to the library,去圖書館
1932,1932年
3,3
Napoleon,拿破崙
Columbia,哥倫比亞
Women rights,婦女權利
When is Valentine's Day?,情人節什麼時候？
David Hume,大衛·休姆
The Iron age,鐵器時代
Who captained the English football team in 1966?,誰在1966年擔任英國足球隊的隊長？
New technological advances,新技術進步
Unwritten,不成文
"Where are minor criminal cases in England, Wales and Northern Ireland heard?",英格蘭，威爾士和北愛爾蘭的小刑事案件在哪裡？
Seat belts,安全帶
Where is the Royal Crescent is located?,皇家新月在哪裡？
14,14
1597,1597年
Playland,Playland
The Episcopal Church,主教教堂
The party which is the most popular,最受歡迎的聚會
Thomas Gainsborough,托馬斯·蓋恩斯伯勒（Thomas Gainsborough）
It is a volunteering programme for young people who want to do voluntary development work abroad,這是一個志願服務計劃，適合想要在國外進行自願發展工作的年輕人
For how long did England remain a republic?,英格蘭多長時間仍然是共和國？
31st October,10月31日
The ability to laugh at other people is an important part of the UK character,嘲笑他人的能力是英國角色的重要組成部分
28,28
The Restoration' refers to the reestablishment of Roman Catholicism,恢復是指羅馬天主教的重建
Mary,瑪麗
Haggis,哈吉斯
Making parliamentary policies,制定議會政策
1783,1783年
The Mercury Music Prize is awarded each September for the best album from the UK and Ireland.,每年9月，獲得英國和愛爾蘭的最佳專輯。
William I,威廉一世
AD 798,廣告798
The name of the office of the Leader of the Opposition in the Parliament,反對派領導人辦公室的名字
How many 'local authorities' does the city of London have?,倫敦市有幾個“地方當局”？
Churchill,丘吉爾
The Corn Laws were repealed in 1846. This had prevented the import of cheap grain,玉米法於1846年廢除。這阻止了廉價穀物的進口
1565,1565年
The House of Lancaster,蘭開斯特的房子
It is a criminal offence to owe money to someone and you might be taken to court,欠某人的錢是刑事犯罪，您可能會被告上法庭
Bobby Moore and Dame Kelly Holmes,鮑比·摩爾（Bobby Moore）和凱利·霍爾姆斯（Kelly Holmes）
St Helena,聖海倫娜
Age UK,英國年齡
Child benefits,兒童福利
Every week,每週
Eid ul Adha remembers that the prophet Ibrahim was willing to sacrifice his son when God ordered him to,Eid ul adha記得先知易卜拉欣願意犧牲他的兒子，而上帝命令他命令他
Victorian Rail,維多利亞時代的鐵路
The Pale Flu,蒼白的流感
The Turner Prize,特納獎
When is Boxing Day?,節禮日什麼時候？
1894,1894年
Easter Monday,復活節星期一
Eid al-Fitr and Eid ul Adha are festivals celebrated by which religion?,Eid al-Fitr和Eid Ul Adha是通過哪種宗教慶祝的節日？
Chalet,木屋
Edinburgh and London,愛丁堡和倫敦
The Opposition is the second largest party in the House of Commons,反對派是下議院的第二大政黨
1733,1733年
"Robert Browning, William Blake and Lord Byron were all famous poets",羅伯特·布朗寧，威廉·布萊克和拜倫勳爵都是著名詩人
Kings can collect taxes,國王可以徵稅
It is when lovers exchange cards and gifts,那是戀人交換卡和禮物
1200,1200
advertisements,廣告
"In England and Wales, the small claims procedure is used for claims of less than what amount?",在英格蘭和威爾士，小額索賠程序用於索賠小於多少？
92,92
Austria,奧地利
What type of literature are 'The Canterbury Tales' written by Geoffrey Chaucer?,杰弗裡·喬uc（Geoffrey Chaucer）撰寫的“坎特伯雷故事”是什麼類型的文學作品？
may pass laws on anything in Scotland,可能會通過蘇格蘭的任何法律
When people watch boxing championship,當人們觀看拳擊冠軍時
1451,1451
Christmas,聖誕節
What did Henry VII do?,亨利七世做了什麼？
We shall never surrender' only,我們永遠不會投降'
1810s,1810年代
Sausage,香腸
"On election day, you will get your ballot paper, which you take to a polling booth to fill in front of the polling officer",在選舉日，您將獲得投票紙，然後將其帶到投票站，以填補投票官的面前
A 60 second silence is observed on the Remembrance Day,在紀念日觀察到60秒的沉默
Shelter,庇護所
AD 698,廣告698
To put your arms in the air,將您的手臂放在空中
What created The Kingdom of Great Britain in 1707?,是什麼創造了1707年大不列顛王國？
"Income from property, savings and dividends",財產，儲蓄和股息收入
How many colonies were granted independence in 1947?,1947年，有多少個殖民地被授予獨立？
The Nobility,貴族
Athletics,競技
Freedom of speech,言論自由
What was the population of the UK in 1801?,1801年英國的人口是多少？
Which event is celebrated on the 5th of November each year?,每年11月5日慶祝哪個活動？
"St George's Day, St David's Day, St Patrick's Day, St Andrew's Day",聖喬治節，聖帕特里克節，聖安德魯節
What was the purpose of the Emancipation Act?,《解放法》的目的是什麼？
People living and working in towns after Black Death led to the development of what?,黑人死後，人們在城鎮生活和工作導致了什麼？
Southern Europe,南歐
1930's,1930年代
What do you require by law to watch TV using any medium?,法律要求使用任何媒介觀看電視？
Norman,諾曼
Which stories are associated with Geoffrey Chaucer?,哪些故事與Geoffrey Chaucer有關？
70m,70m
Do nothing,沒做什麼
Where is Snowdonia located?,Snowdonia在哪裡？
How many years did Charles I try to rule without Parliament?,查爾斯在沒有議會的情況下嘗試統治多少年？
Only members of the public who have their name on the electoral register can listen to debates in the Palace of Westminister in the House of Lords,只有在選舉登記冊上有名字的公眾才能在上議院的威斯特米斯特宮中聽辯論
Mig-21,MIG-21
1845,1845年
How old do you have to be to buy a lottery ticket or a scratch card?,您必須幾歲才能購買彩票或刮擦卡？
What are TWO of the roles of the House of Lords?,上議院的兩個角色是什麼？
When did Queen Victoria become queen?,維多利亞女王什麼時候成為女王？
Misuse their authority,濫用他們的權威
The Battle of Somme resulted in how many British causalities on the first day?,索姆戰役導致第一天有多少英國因果關係？
When were women given the right to vote at the age of 18?,婦女在18歲時何時獲得投票權？
"When King Charles I tried to impose a revised Prayer Book on the Presbyterian Church in Scotland, which TWO events occurred?",當查爾斯國王試圖在蘇格蘭的長老會教堂上施加一本修訂的祈禱書，發生了兩次事件？
The world is your oyster,世界是你的牡蠣
Local Community,當地社區
There are 9 National Parks in the UK,英國有9個國家公園
1880s,1880年代
Sir Ian Botham,伊恩·博塔姆爵士
D-Day,D日
The UK database,英國數據庫
Elizabeth,伊麗莎白
Kenneth MacAlpin,肯尼斯·麥卡爾平
Stained Bricks,彩色磚塊
In 1833 the Emancipation Act abolished slavery throughout the British Empire.,1833年，《解放法》廢除了整個大英帝國的奴隸制。
by AD 500,通過廣告500
Animals,動物
Channel Islands,海峽群島
What will happen to any driver who has either taken more than the acceptable quantity of alcohol or refused to take the test?,任何服用比可接受數量的酒精或拒絕接受測試的駕駛員會發生什麼？
Every man to have a vote,每個人都投票
"The small claims procedure is used for claims of less than £3,000 in England and Wales","小額索賠程序用於英格蘭和威爾士的索賠少於3,000英鎊"
What is not a fundamental principle of British life?,什麼不是英國生活的基本原則？
Which clan was killed because of not taking an oath?,哪個氏族由於不宣誓就被殺死？
King Charles I formed his own army without asking for help from Parliament,查爾斯國王一世國王組成了自己的軍隊，而無需向議會尋求幫助
Knights,騎士
Many of the painters working in Britain in the 16th and 17th centuries were from abroad,16和17世紀在英國工作的許多畫家來自國外
What is the name given to the PM's country house?,總理的鄉間別墅的名字是什麼？
Thistle,薊
It guaranteed that no one could be held prisoner unlawfully,它保證沒有人可以非法囚禁
The devolved administrations each have their own civil service,權力下放的政府每個人都有自己的公務員
The Victoria Cross,維多利亞十字架
82%,82％
PDSA,PDSA
1820s,1820年代
She asked Elizabeth I for help,她向伊麗莎白我尋求幫助
Production of iron,鐵的生產
19th and 20th centuries,19世紀和20世紀
Who designed the new St Paul's?,誰設計了新的聖保羅？
Roger Bannister,羅傑·班尼斯特（Roger Bannister）
Selling Tobacco to under 18's,將煙草賣給18歲以下
1688,1688年
Who were the first people to start living in Britain?,誰是第一個開始在英國生活的人？
120000,120000
1465,1465
Durrer process,Durrer過程
What language did the peasants speak after the Norman conquest?,諾曼征服後，農民說什麼語言？
The Boer War of 1899 to 1902 established the idea that the British Empire is a force for good,1899年至1902年的布爾戰爭確定了大英帝國是善良的力量的想法
British and EU citizens only,僅英國和歐盟公民
Which languages were the basis of modern English?,哪種語言是現代英語的基礎？
Where do you have to be registered to be able to vote?,您必須在哪裡註冊才能投票？
When is Vaisakhi celebrated?,Vaisakhi什麼時候慶祝？
"Queen Mary was a Protestant and persecuted Catholics (for this reason, she became known as 'Bloody Mary')",瑪麗皇后是一名新教徒和迫害的天主教徒（因此，她被稱為“血腥瑪麗”）
Where did the Jutes come from?,黃麻從何而來？
Sir Edward Elgar is known for his famous music work – 'The Planets',愛德華·埃爾加爵士（Edward Elgar）以其著名的音樂作品 - “行星”而聞名
Any council office,任何理事會辦公室
local business,本地業務
"A very impressive hill fort can still be seen today at Maiden Castle, what English county does it stand in?",今天仍然可以在少女城堡（Maiden Castle）看到一個非常令人印象深刻的山堡，它站在哪個英國縣？
The Great Union,大聯盟
Who developed important Economics ideas?,誰發展了重要的經濟學思想？
The Speaker,演講者
40000,40000
Annexed Britain to England,將英國吞併到英國
1240 miles,1240英里
Kent,肯特
What percentage of the UK population is Muslim?,穆斯林是英國人口多少百分比？
Wool,羊毛
Cottage,小屋
Painter,畫家
"Other than London universities, which university was credited with the discovery of the DNA molecule in 1953?",除了倫敦大學以外，哪所大學在1953年發現了DNA分子？
Who tried to arrest 5 parliamentary leaders from the House of Commons?,誰試圖逮捕下議院的5位議會領導人？
What is known as the Bessemer process?,什麼是貝塞默過程？
London Guides,倫敦嚮導
"In November 2012, the public elected Police and Crime Commissioners (PCCs) in England and Wales.",2012年11月，公眾當選英格蘭和威爾士的警察和犯罪專員（PCC）。
Council office,理事會辦公室
Big Ben was named 'Elizabeth Tower' in honour of Queen Elizabeth I,大笨鐘被命名為“伊麗莎白塔”，以紀念伊麗莎白女王
dies,死亡
When did the first Christian communities appear in Britain?,第一個基督教社區何時出現在英國？
A thistle,薊
J.R.R. Tolkien,J.R.R.托爾金
St David,聖大衛
Marital status,婚姻狀況
Aspirin,阿司匹林
Refreshed Data,刷新數據
Which flag has a white cross on a blue background?,哪個國旗在藍色背景上有白色十字架？
Who is credited with the introduction of the National Health Service (NHS) in 1948?,誰在1948年推出國家衛生服務局（NHS）？
Bath,洗澡
There is no upper age limit for doing jury service,陪審團沒有年齡上限
When did the American Colonies declare their independence?,美國殖民地何時宣布獨立？
Union Ace,工會王牌
Shetland,設得蘭群島
MLAs,MLAS
Sir John Lavery,約翰·萊弗里爵士
Sri Lanka,斯里蘭卡
Equal Rights for Women,婦女平等權利
5 million,500萬
77,77
In which year did John Logie Baird make the first TV broadcast between Glasgow and London?,約翰·洛吉·貝爾德（John Logie Baird）在哪一年進行了格拉斯哥和倫敦之間的第一台電視廣播？
The best album from the UK and Ireland,英國和愛爾蘭最好的專輯
What is the British Constitution often described as?,英國憲法經常被描述為什麼？
A daffodil,水仙花
Freeview channels,FreeView頻道
oldest tennis tournament in the world,世界上最古老的網球錦標賽
Dancing,跳舞
When were films first shown publicly in the UK?,電影什麼時候在英國公開放映？
What was the main crop in Ireland in the 19th century?,19世紀愛爾蘭的主要農作物是什麼？
Going to a police station,去警察局
Raising money,籌集資金
The right to vote for the 21 year olds,21歲的年輕人投票權
Always use your own car,始終使用自己的車
The Spanish Armada invasion,西班牙艦隊入侵
Slavery,奴隸制
Starve,餓死
"Any man who forces a woman to have sex, including her husband, can be charged with rape",任何強迫女人做愛的男人，包括她的丈夫，都可以被指控強姦
Clement Atlee led the establishment of the NHS.,克萊門特·阿特利（Clement Atlee）領導了NHS的成立。
Crown Court,皇冠法院
Who is Andy Murray?,誰是安迪·默里（Andy Murray）？
Glasgow,格拉斯哥
A byelection is held,舉行補選
How many times has the UK hosted the Olympic Games?,英國幾次主持了奧運會？
The MacDonalds of Keppoch,吉普車的麥克唐納
Which TWO of these aircrafts were used by Britain in WWII?,英國在第二次世界大戰中使用了哪架飛機？
Cucumbers,黃瓜
A coalition,一個聯盟
1665,1665年
The Premier League,英超聯賽
What is the monarch's ceremonial role?,君主的禮儀角色是什麼？
The right to vote for the 18 year olds,為18歲的年輕人投票權
The National Citizen Service,國家公民服務
J K Rowling,JK羅琳
in the north of Scotland,在蘇格蘭北部
Where did the Vikings come from?,維京人從何而來？
"How old was the Queen of Scotland, Mary Stuart when her father died and she became Queen?",蘇格蘭皇后，瑪麗·斯圖爾特（Mary Stuart）多大了，她的父親去世並成為女王？
Which TWO are compulsory in the UK if you own and use an old car in the city?,如果您擁有並在城市使用舊車，那麼在英國哪兩個是強制性的？
Which of the following was written by Lord Byron?,拜倫勳爵撰寫了以下哪項？
"During the Victorian period, the British Empire grew to cover all of India, Australia and large parts of Africa.",在維多利亞時代，大英帝國成長為覆蓋印度，澳大利亞和非洲大部分地區。
The act of Government of Wales,威爾士政府法案
The Clans,氏族
What is the origin of Parliament?,議會的起源是什麼？
PAYE,PAYE
14th,14日
English barber,英語理髮師
A very successful Northern Irish portrait painter,一個非常成功的北愛爾蘭肖像畫家
What were the first Women's Social and Political Union group members called?,第一批婦女社會和政治聯盟小組成員是什麼？
Parliament only gave the money to King Charles when the Scottish army invaded England,蘇格蘭軍隊入侵英格蘭時，議會只給查爾斯國王
Edinburgh and Aberdeen,愛丁堡和阿伯丁
Where was Emmeline Pankhurst born?,Emmeline Pankhurst在哪裡出生？
Going abroad,出國
The Gentry,紳士
"Murder, racial crime",謀殺，種族犯罪
"The chairperson of the General Assembly of the Church of Scotland is the Moderator, who is appointed for the whole lifetime to speak on behalf of that Church.",蘇格蘭教會大會主席是主持人，他一生都被任命為代表該教會講話。
What does the 'R” Plate stand for?,“ R”板的代表是什麼？
Who is the heir to the throne?,誰是王位的繼承人？
When did the British troops leave Iraq?,英軍何時離開伊拉克？
Heroin,海洛因
Queen Elizabeth II,女王伊麗莎白二世
Who is the head of the Church of England?,誰是英格蘭教會的負責人？
South east Europe,東歐
First professional football clubs were formed in the late 19th century,第一個職業足球俱樂部成立於19世紀後期
The party with the most votes,選票最多的聚會
1807,1807年
Your name and address,您的姓名和地址
The medieval period,中世紀
A 1 minute silence,靜音1分鐘
The 40 days before Easter,復活節前40天
When is Halloween celebrated?,什麼時候慶祝萬聖節？
129,129
30,30
"During the WWII, the evacuation of more than 300,000 British and French soldiers from France gave rise to which phrase?",在第二次世界大戰期間，從法國的30萬英國和法國士兵撤離產生了哪個短語？
Wye,懷
Who led the team of scientists to 'split the atom' for the first time?,誰帶領科學家團隊第一次“分裂原子”？
13:00,13:00
What became the symbol of the House of Tudor?,什麼變成了都鐸王的象徵？
What percentage of the population has a parent or a grandparent born outside of the UK due to post-war immigration?,由於戰後移民，多少百分比的人口有父母或祖父母在英國以外出生？
A diagonal white cross on a blue ground,藍色地面上的對角線白色十字架
The London Tales,倫敦故事
8,8
The founding of the Muslim community,穆斯林社區的建立
6000 years ago,6000年前
2%,2％
During the Middle Ages,在中世紀
Steam Power,蒸汽動力
Iron,鐵
Average,平均的
Eid al-Fitr,開齋節
The Eden Project,伊甸園項目
There is a dragon on the official flag of Wales,威爾士的官方國旗上有一條龍
Automobile,汽車
Japan,日本
4%,4％
What do many theatres in the UK produce at Christmas time?,在聖誕節期間，英國的許多劇院會產生什麼？
5 years,5年
An artist,一個藝術家
The World Cup,世界杯
He was the Protestant rule of the Netherlands before he became King William II of Scotland,在他成為蘇格蘭國王威廉二世之前，他是荷蘭的新教統治
During the Iron Age,鐵器時代
350 million,3.5億
Select TWO early members of the Royal Society,選擇皇家學會的兩個早期成員
Troxy,曲折
The Carribean,加勒比海
Eid ul Adha,Eid ul adha
Kevin MacAlpin,凱文·麥卡爾平
A pantomime,啞劇
The Protestants formed their own churches during the Reformation,在改革期間，新教徒組建了自己的教會
Namibia,納米比亞
Creating a carding machine,創建一個梳理機
"In the middle of the 19th century the potato crop failed, and Ireland suffered a famine",在19世紀中葉，馬鈴薯作物失敗了，愛爾蘭遭受了飢荒
Sir Ian Wilmot,伊恩·威爾莫特爵士
Where are the more serious civil cases dealt with in Scotland?,蘇格蘭更嚴重的民事案件在哪裡？
Which of these countries did NOT fight on the side of the Allied Powers during the First World War?,在第一次世界大戰期間，這些國家中的哪個國家沒有在盟軍的一方戰鬥？
West Africa,西非（非洲西部
1840s,1840年代
County Court,縣級法庭
The defeat of the Spanish Armada,西班牙艦隊的失敗
The day after Easter,復活節後的第二天
the Channel Islands,海峽群島
The House of York,約克之家
Kings can administer justice,國王可以管理司法
Anyone aged 21 or over can stand for election as an MP,21歲或以上的任何人都可以代表選舉
James II,詹姆斯二世
9,9
What was an important English export in the Middle Ages?,中世紀重要的英語出口是什麼？
The Silver Age,銀時代
When did Ireland split into 2 countries?,愛爾蘭什麼時候分為2個國家？
Democrats,民主黨人
To participate in public debates,參加公開辯論
To represent everyone in their constituency,代表所有人的選區
Battle of Hastings,黑斯廷斯之戰
only tennis tournament that Andy Murray won,安迪·默里（Andy Murray）只有網球錦標賽獲勝
Oliver Cromwell,奧利弗·克倫威爾（Oliver Cromwell）
Noble land,高貴的土地
D-Day is the day when the British evacuated the French from Normandy,D日是英國人從諾曼底撤離法國人的日子
Where does the Grand National takes place?,大國民在哪裡？
Every month,每個月
Growing patriotism,不斷增長的愛國主義
Which of these are British Overseas Territories?,其中哪個是英國海外領土？
1832,1832年
11,11
1450,1450
Elizabeth gold,伊麗莎白·金
Because of new achievements,由於新成就
Lincoln Cathedral,林肯大教堂
Who was Robert Burns?,羅伯特·伯恩斯是誰？
When did English become the official language for documents?,英語何時成為文件的官方語言？
Dollars,美元
Taking part in festivals,參加節日
1950s,1950年代
Parliament's increased power,議會的力量增加
1st March,3月1日
